,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
159,,,,6.0,DISC,REMOTE ONLY,16045.0,MATH-170-02D,Mathematical Biology,W,Staff,30.0,24,19-JAN 07-MAY,11:30-12:20pm,0.0
160,,,,16.0,LECT,REMOTE ONLY,10122.0,MATH-222-01,Partial Differential EquationsMust Also Register for a Corresponding Discussion Section,TR,"Ilan, Boaz",20.0,4,19-JAN 07-MAY,9:00-10:15am,4.0
161,,,,,EXAM,REMOTE ONLY,,,Partial Differential EquationsMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,3:00-6:00pm,
162,,,,16.0,DISC,REMOTE ONLY,10412.0,MATH-222-02D,Partial Differential Equations,F,Staff,20.0,4,19-JAN 07-MAY,10:30-11:20am,0.0
163,,,,20.0,LECT,REMOTE ONLY,16046.0,MATH-223-01,Asymptotics & Perturbation MetMust Also Register for a Corresponding Discussion Section,TR,"Kim, Arnold",30.0,10,19-JAN 07-MAY,1:30-2:45pm,4.0
164,,,,,EXAM,REMOTE ONLY,,,Asymptotics & Perturbation MetMust Also Register for a Corresponding Discussion Section,F,,,,14-MAY 14-MAY,11:30-2:30pm,
165,,,,20.0,DISC,REMOTE ONLY,16047.0,MATH-223-02D,Asymptotics & Perturbation Met,W,"Kim, Arnold",30.0,10,19-JAN 07-MAY,1:30-2:20pm,0.0
166,,,,10.0,LECT,REMOTE ONLY,14113.0,MATH-232-01,Numerical Analysis IIMust Also Register for a Corresponding Discussion Section,TR,"Petra, Noemi",24.0,14,19-JAN 07-MAY,10:30-11:45am,4.0
167,,,,,EXAM,REMOTE ONLY,,,Numerical Analysis IIMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,3:00-6:00pm,
168,,,,10.0,DISC,REMOTE ONLY,14114.0,MATH-232-02D,Numerical Analysis II,W,Staff,24.0,14,19-JAN 07-MAY,12:30-1:20pm,0.0
169,,,,8.0,SEM,REMOTE ONLY,10093.0,MATH-291-01,Applied Mathematics Seminar,F,Staff,45.0,37,19-JAN 07-MAY,3:00-4:20pm,1.0
170,,,,1.0,INI,REMOTE ONLY,15722.0,MATH-298-02,Directed Group Study,,"Bhat, Harish",15.0,14,19-JAN 07-MAY,TBD-TBD,2.0
171,,,,0.0,INI,REMOTE ONLY,15723.0,MATH-298-03,Directed Group Study,,"Tsogka, Chrysoula",15.0,15,19-JAN 07-MAY,TBD-TBD,2.0
172,,,,1.0,INI,REMOTE ONLY,15724.0,MATH-298-04,Directed Group Study,,"Rutter, Erica",15.0,14,19-JAN 07-MAY,TBD-TBD,2.0
173,,,,0.0,INI,REMOTE ONLY,15725.0,MATH-298-05,Directed Group Study,,"Blanchette, Francois",15.0,15,19-JAN 07-MAY,TBD-TBD,2.0
174,,,,0.0,INI,REMOTE ONLY,16724.0,MATH-298-06,Directed Group Study,,"Buvoli, Tommaso",12.0,12,19-JAN 07-MAY,TBD-TBD,2.0
175,,,,2.0,INI,REMOTE ONLY,16725.0,MATH-298-07,Directed Group Study,,"Tsogka, Chrysoula",12.0,10,19-JAN 07-MAY,TBD-TBD,2.0
176,,,,0.0,INI,REMOTE ONLY,16726.0,MATH-298-08,Directed Group Study,,"Khatri, Shilpa",12.0,12,19-JAN 07-MAY,TBD-TBD,2.0
177,,,,1.0,INI,REMOTE ONLY,16727.0,MATH-298-09,Directed Group Study,,"Sindi, Suzanne",12.0,11,19-JAN 07-MAY,TBD-TBD,2.0
0,,,,11.0,LECT,REMOTE ONLY,16161.0,MBSE-211-01,Materials PropertiesMust Also Register for a Corresponding Discussion Section,MW,"Viney, Christopher",24.0,13.0,19-JAN 07-MAY,1:30-2:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Materials PropertiesMust Also Register for a Corresponding Discussion Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
2,,,,11.0,DISC,REMOTE ONLY,16162.0,MBSE-211-02D,Materials Properties,W,"Viney, Christopher",24.0,13.0,19-JAN 07-MAY,3:30-5:20pm,0.0
3,,,,0.0,LECT,REMOTE ONLY,14969.0,MBSE-292-01,Group Meeting,,"Leppert, Valerie",2.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
4,,,,0.0,LECT,REMOTE ONLY,14970.0,MBSE-292-02,Group Meeting,,"Wang, Yue",10.0,10.0,19-JAN 07-MAY,TBD-TBD,1.0
5,,,,1.0,LECT,REMOTE ONLY,15674.0,MBSE-292-03,Group Meeting,,"McCloskey, Kara",3.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
6,,,,0.0,LECT,REMOTE ONLY,15645.0,MBSE-293-01,Journal Club,,"Leppert, Valerie",2.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
7,,,,1.0,LECT,REMOTE ONLY,15675.0,MBSE-293-02,Journal Club,,"McCloskey, Kara",3.0,2.0,19-JAN 07-MAY,TBD-TBD,1.0
0,,,,112.0,LECT,REMOTE ONLY,12893.0,ME-021-01,Engineering ComputingMust Also Register for a Corresponding Lab Section,M,"Brokowski, Michael",112.0,Closed,19-JAN 07-MAY,11:30-1:20pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Engineering ComputingMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,8:00-11:00am,
2,,,,29.0,LAB,REMOTE ONLY,12894.0,ME-021-02L,Engineering Computing,TR,"Manzo, Cristian",28.0,-1,19-JAN 07-MAY,10:30-1:20pm,0.0
3,,,,28.0,LAB,REMOTE ONLY,12895.0,ME-021-03L,Engineering Computing,TR,"Ozkazanc, Gokce",28.0,Closed,19-JAN 07-MAY,7:30-10:20pm,0.0
4,,,,27.0,LAB,REMOTE ONLY,13091.0,ME-021-04L,Engineering Computing,TR,"Ozkazanc, Gokce",28.0,1,19-JAN 07-MAY,4:30-7:20pm,0.0
5,,,,28.0,LAB,REMOTE ONLY,13648.0,ME-021-05L,Engineering Computing,MW,"Rahman, Md. Azimur",28.0,Closed,19-JAN 07-MAY,7:30-10:20pm,0.0
6,,,,100.0,LECT,REMOTE ONLY,13092.0,ME-120-01,Component Design,MW,"Martini, Ashlie",100.0,Closed,19-JAN 07-MAY,12:00-1:15pm,3.0
7,,,,,EXAM,REMOTE ONLY,,,Component Design,F,,,,14-MAY 14-MAY,8:00-11:00am,
8,,,,60.0,LECT,REMOTE ONLY,14648.0,ME-135-01,Finite Element AnalysisMust Also Register for a Corresponding Lab Section,TR,"Ma, Yanbao",60.0,Closed,19-JAN 07-MAY,4:30-5:45pm,4.0
9,,,,,EXAM,REMOTE ONLY,,,Finite Element AnalysisMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,8:00-11:00am,
10,,,,30.0,LAB,REMOTE ONLY,14649.0,ME-135-02L,Finite Element Analysis,M,"Elhares, Ahmad",30.0,Closed,19-JAN 07-MAY,4:30-7:20pm,0.0
11,,,,30.0,LAB,REMOTE ONLY,14650.0,ME-135-03L,Finite Element Analysis,M,"Elhares, Ahmad",30.0,Closed,19-JAN 07-MAY,7:30-10:20pm,0.0
12,,,,110.0,LECT,REMOTE ONLY,12909.0,ME-137-01,Computer Aided EngineeringMust Also Register for a Corresponding Lab Section,M,Staff,110.0,Closed,19-JAN 07-MAY,10:30-11:20am,3.0
13,,,,,EXAM,REMOTE ONLY,,,Computer Aided EngineeringMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,8:00-11:00am,
14,,,,22.0,LAB,REMOTE ONLY,12910.0,ME-137-02L,Computer Aided Engineering,MW,"Jaman, Mohammad",22.0,Closed,19-JAN 07-MAY,4:30-7:20pm,0.0
15,,,,22.0,LAB,REMOTE ONLY,14554.0,ME-137-03L,Computer Aided Engineering,TR,"Jaman, Mohammad",22.0,Closed,19-JAN 07-MAY,4:30-7:20pm,0.0
16,,,,22.0,LAB,REMOTE ONLY,15186.0,ME-137-04L,Computer Aided Engineering,MW,"Martin-Gutierrez, Brian",22.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
17,,,,22.0,LAB,REMOTE ONLY,15187.0,ME-137-05L,Computer Aided Engineering,TR,"Martin-Gutierrez, Brian",22.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
18,,,,22.0,LAB,REMOTE ONLY,15679.0,ME-137-06L,Computer Aided Engineering,MF,"Manzo, Cristian",22.0,Closed,19-JAN 07-MAY,7:30-10:20am,0.0
19,,,,92.0,LECT,REMOTE ONLY,10156.0,ME-140-01,Vibration and ControlMust Also Register for a Corresponding Lab Section,MW,"Brokowski, Michael",92.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
20,,,,,EXAM,REMOTE ONLY,,,Vibration and ControlMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
21,,,,23.0,LAB,REMOTE ONLY,10157.0,ME-140-02L,Vibration and Control,M,"Ma, Shangjie",23.0,Closed,19-JAN 07-MAY,4:30-7:20pm,0.0
22,,,,23.0,LAB,REMOTE ONLY,10677.0,ME-140-03L,Vibration and Control,F,"Ma, Shangjie",23.0,Closed,19-JAN 07-MAY,1:00-3:50pm,0.0
23,,,,23.0,LAB,REMOTE ONLY,15188.0,ME-140-04L,Vibration and Control,T,"Zhao, Anni",23.0,Closed,19-JAN 07-MAY,9:30-12:20pm,0.0
24,,,,23.0,LAB,REMOTE ONLY,15189.0,ME-140-05L,Vibration and Control,T,"Zhao, Anni",23.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
25,,,,60.0,LECT,REMOTE ONLY,10666.0,ME-142-01,MechatronicsMust Also Register for a Corresponding Lab Section,WF,"Chen, YangQuan",60.0,Closed,19-JAN 07-MAY,2:30-3:45pm,4.0
26,,,,,EXAM,REMOTE ONLY,,,MechatronicsMust Also Register for a Corresponding Lab Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
27,,,,20.0,LAB,REMOTE ONLY,10667.0,ME-142-02L,Mechatronics,W,"Viola, Jairo",20.0,Closed,19-JAN 07-MAY,9:00-11:50am,0.0
28,,,,20.0,LAB,REMOTE ONLY,10668.0,ME-142-03L,Mechatronics,F,"Guc, Furkan",20.0,Closed,19-JAN 07-MAY,9:00-11:50am,0.0
29,,,,20.0,LAB,REMOTE ONLY,13238.0,ME-142-04L,Mechatronics,W,"Guc, Furkan",20.0,Closed,19-JAN 07-MAY,7:30-10:20pm,0.0
30,,,,48.0,LECT,REMOTE ONLY,15427.0,ME-143-01,Unmanned Aircraft SystemsMust Also Register for a Corresponding Lab Section,TR,Staff,48.0,Closed,19-JAN 07-MAY,12:00-1:15pm,4.0
31,,,,,EXAM,REMOTE ONLY,,,Unmanned Aircraft SystemsMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
32,,,,24.0,LAB,REMOTE ONLY,15428.0,ME-143-02L,Unmanned Aircraft Systems,R,"An, Di",24.0,Closed,19-JAN 07-MAY,9:00-11:50am,0.0
33,,,,24.0,LAB,REMOTE ONLY,15430.0,ME-143-03L,Unmanned Aircraft Systems,R,"An, Di",24.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
34,,,,23.0,LECT,REMOTE ONLY,15446.0,ME-146-01,Sensors and ActuatorsMust Also Register for a Corresponding Lab Section,M,"Ehsani, Reza",24.0,1,19-JAN 07-MAY,8:30-10:20am,3.0
35,,,,,EXAM,REMOTE ONLY,,,Sensors and ActuatorsMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
36,,,,23.0,LAB,REMOTE ONLY,15447.0,ME-146-02L,Sensors and Actuators,M,"Homayouni, Taymaz",24.0,1,19-JAN 07-MAY,10:30-1:20pm,0.0
37,,,,9.0,LECT,REMOTE ONLY,16167.0,ME-202-01,Transport Phenomena,TR,"Diaz, Gerardo",30.0,21,19-JAN 07-MAY,11:30-1:20pm,4.0
38,,,,,EXAM,REMOTE ONLY,,,Transport Phenomena,R,,,,13-MAY 13-MAY,8:00-11:00am,
39,,,,1.0,LECT,REMOTE ONLY,16684.0,ME-210-01,Linear Multivariable Control,MW,"Pinto de Castro, Ricardo",30.0,29,19-JAN 14-MAY,10:30-11:45am,3.0
40,,,,,EXAM,REMOTE ONLY,,,Linear Multivariable Control,S,,,,08-MAY 08-MAY,8:00-11:00am,
41,,,,0.0,LECT,REMOTE ONLY,14663.0,ME-243-01,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,F,Staff,20.0,20,19-JAN 07-MAY,2:00-3:50pm,1.0
42,,,,,EXAM,REMOTE ONLY,,,Interdisc Comp Graduate EducMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
43,,,,0.0,LAB,REMOTE ONLY,14664.0,ME-243-02L,Interdisc Comp Graduate Educ,F,Staff,20.0,20,19-JAN 07-MAY,4:00-4:50pm,0.0
44,,,,4.0,LECT,REMOTE ONLY,15388.0,ME-244-01,Intro to Multi-body DynamicsMust Also Register for a Corresponding Lab Section,TR,"Goyal, Sachin",24.0,20,19-JAN 07-MAY,9:30-11:20am,3.0
45,,,,,EXAM,REMOTE ONLY,,,Intro to Multi-body DynamicsMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,3:00-6:00pm,
46,,,,4.0,LAB,REMOTE ONLY,15389.0,ME-244-02L,Intro to Multi-body Dynamics,F,"Goyal, Sachin",24.0,20,19-JAN 07-MAY,1:30-4:20pm,0.0
47,,,,7.0,LECT,REMOTE ONLY,16546.0,ME-245-01,Structural Vibration & ID,TR,"Sun, Jian-Qiao",30.0,23,19-JAN 07-MAY,4:30-5:45pm,3.0
48,,,,,EXAM,REMOTE ONLY,,,Structural Vibration & ID,T,,,,11-MAY 11-MAY,8:00-11:00am,
49,,,,10.0,SEM,REMOTE ONLY,16299.0,ME-290-01,Transport in Porous Media,TR,"Palko, James",30.0,20,19-JAN 07-MAY,4:30-5:45pm,3.0
50,,,,,EXAM,REMOTE ONLY,,,Transport in Porous Media,T,,,,11-MAY 11-MAY,8:00-11:00am,
51,,,,6.0,SEM,REMOTE ONLY,16499.0,ME-290-10,Intro to Multiphysics Modeling,MW,"Ayyaswamy, Venkattraman",24.0,18,19-JAN 07-MAY,1:30-2:45pm,3.0
52,,,,,EXAM,REMOTE ONLY,,,Intro to Multiphysics Modeling,S,,,,08-MAY 08-MAY,11:30-2:30pm,
0,,,,44.0,LECT,REMOTE ONLY,14585.0,MGMT-180-01,Entrepreneurship,TR,"Tsoulouhas, Fanis",40.0,-4,19-JAN 07-MAY,1:30-2:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Entrepreneurship,F,,,,14-MAY 14-MAY,11:30-2:30pm,
2,,,,40.0,LECT,REMOTE ONLY,16538.0,MGMT-191-01,Leadership Theory,TR,Staff,40.0,Closed,19-JAN 07-MAY,12:00-1:15pm,4.0
3,,,,,EXAM,REMOTE ONLY,,,Leadership Theory,R,,,,13-MAY 13-MAY,8:00-11:00am,
0,,,,73.0,LECT,REMOTE ONLY,16300.0,MIST-050-01,Intro to Entrepreneurship,T,"McBride, Russ",120.0,47,19-JAN 07-MAY,4:30-7:20pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Intro to Entrepreneurship,T,,,,11-MAY 11-MAY,8:00-11:00am,
2,,,,44.0,LECT,REMOTE ONLY,16169.0,MIST-131-01,Data GovernanceMust Also Register for a Corresponding Lab Section,MW,"Yeo, Lisa",50.0,6,19-JAN 07-MAY,9:00-10:15am,4.0
3,,,,,EXAM,REMOTE ONLY,,,Data GovernanceMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
4,,,,25.0,LAB,REMOTE ONLY,16170.0,MIST-131-02L,Data Governance,MW,"Byun, Eujean",25.0,Closed,19-JAN 07-MAY,1:30-3:20pm,0.0
5,,,,19.0,LAB,REMOTE ONLY,16171.0,MIST-131-03L,Data Governance,WF,"Byun, Eujean",25.0,6,19-JAN 07-MAY,3:30-5:20pm,0.0
6,,,,37.0,LECT,REMOTE ONLY,16512.0,MIST-190-01,Financial Trading and Analysis,TR,"McBride, Russ",60.0,23,19-JAN 07-MAY,12:00-1:15pm,4.0
7,,,,,EXAM,REMOTE ONLY,,,Financial Trading and Analysis,R,,,,13-MAY 13-MAY,8:00-11:00am,
8,,,,10.0,LECT,REMOTE ONLY,16548.0,MIST-190-02,"Env, Sustainability & Society",TR,"Osborne, Tracey",60.0,50,19-JAN 07-MAY,9:00-10:15am,4.0
9,,,,,EXAM,REMOTE ONLY,,,"Env, Sustainability & Society",T,,,,11-MAY 11-MAY,3:00-6:00pm,
10,,,,11.0,LECT,REMOTE ONLY,16301.0,MIST-205-01,Technology-Enabled Service,W,"Maglio, Paul",40.0,29,19-JAN 07-MAY,1:00-3:50pm,4.0
11,,,,,EXAM,REMOTE ONLY,,,Technology-Enabled Service,W,,,,12-MAY 12-MAY,3:00-6:00pm,
12,,,,12.0,LECT,REMOTE ONLY,14571.0,MIST-206-01,Entrepreneurship & Innovation,F,"McBride, Russ",40.0,28,19-JAN 07-MAY,1:00-2:50pm,4.0
13,,,,,EXAM,REMOTE ONLY,,,Entrepreneurship & Innovation,M,,,,10-MAY 10-MAY,11:30-2:30pm,
14,,,,11.0,LECT,REMOTE ONLY,14572.0,MIST-207-01,Project and Operations Mgmt,R,"Yeo, Lisa",40.0,29,19-JAN 07-MAY,1:00-3:50pm,4.0
15,,,,,EXAM,REMOTE ONLY,,,Project and Operations Mgmt,R,,,,13-MAY 13-MAY,11:30-2:30pm,
16,,,,11.0,LECT,REMOTE ONLY,14573.0,MIST-208-01,"Law, Policy, and Risk Mgmt",T,"Keske, Catherine",40.0,29,19-JAN 07-MAY,1:00-3:50pm,4.0
17,,,,,EXAM,REMOTE ONLY,,,"Law, Policy, and Risk Mgmt",T,,,,11-MAY 11-MAY,11:30-2:30pm,
18,,,,12.0,SEM,REMOTE ONLY,15193.0,MIST-251-01,MIST Speaker SeriesClass meets in SSM 203 or Remote,W,"Abatzoglou, John",40.0,28,19-JAN 07-MAY,12:30-1:20pm,1.0
19,,,,,EXAM,REMOTE ONLY,,,MIST Speaker SeriesClass meets in SSM 203 or Remote,S,,,,08-MAY 08-MAY,8:00-11:00am,
20,,,,9.0,LECT,REMOTE ONLY,15450.0,MIST-253-01,Coupled Nat Human Sys Found IIClass meets in SSM 203 or Remote,MW,"Keske, Catherine",24.0,15,19-JAN 07-MAY,10:30-11:45am,4.0
21,,,,,EXAM,REMOTE ONLY,,,Coupled Nat Human Sys Found IIClass meets in SSM 203 or Remote,W,,,,12-MAY 12-MAY,8:00-11:00am,
22,,,,9.0,SEM,REMOTE ONLY,16547.0,MIST-260-01,Research Mthd Complex SystemsClass meets in SSM 203 or Remote,T,"Kolden, Crystal",15.0,6,19-JAN 07-MAY,9:00-11:50am,4.0
23,,,,,EXAM,REMOTE ONLY,,,Research Mthd Complex SystemsClass meets in SSM 203 or Remote,M,,,,10-MAY 10-MAY,6:30-9:30pm,
0,,,,14.0,LECT,REMOTE ONLY,16178.0,MSE-110-01,Solid State Materials PropMust Also Register for a Corresponding Lab Section,TR,"Wang, Yue",24.0,10.0,19-JAN 07-MAY,1:30-2:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Solid State Materials PropMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,11:30-2:30pm,
2,,,,14.0,LAB,REMOTE ONLY,16179.0,MSE-110-02L,Solid State Materials Prop,F,"Kuo, Han-Lin",24.0,10.0,19-JAN 07-MAY,9:30-1:20pm,0.0
3,,,,8.0,LECT,REMOTE ONLY,14574.0,MSE-112-01,Materials Selection & PerforMust Also Register for a Corresponding Discussion and Lab,T,"Nowadnick, Elizabeth",28.0,20.0,19-JAN 07-MAY,11:30-12:20pm,4.0
4,,,,,EXAM,REMOTE ONLY,,,Materials Selection & PerforMust Also Register for a Corresponding Discussion and Lab,R,,,,13-MAY 13-MAY,8:00-11:00am,
5,,,,8.0,DISC,REMOTE ONLY,14115.0,MSE-112-02D,Materials Selection & Perfor,W,Staff,28.0,20.0,19-JAN 07-MAY,11:30-12:20pm,0.0
6,,,,8.0,LAB,REMOTE ONLY,14116.0,MSE-112-02L,Materials Selection & Perfor,R,Staff,28.0,20.0,19-JAN 07-MAY,10:30-1:20pm,0.0
7,,,,8.0,LECT,REMOTE ONLY,13636.0,MSE-113-01,Materials CharacterizationMust Also Register for a Corresponding Lab Section,MW,"Andresen Eguiluz, Roberto",22.0,14.0,19-JAN 07-MAY,3:30-4:45pm,4.0
8,,,,,EXAM,REMOTE ONLY,,,Materials CharacterizationMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
9,,,,6.0,LAB,SE2 160,13637.0,MSE-113-02L,Materials Characterization,R,"Robinson, Matthew",11.0,5.0,19-JAN 07-MAY,3:30-8:20pm,0.0
10,,,,2.0,LAB,SE2 160,16601.0,MSE-113-03L,Materials Characterization,T,Staff,11.0,9.0,19-JAN 07-MAY,3:30-8:20pm,0.0
11,,,,7.0,LECT,REMOTE ONLY,15431.0,MSE-126-01,Nanodevice FabricationMust Also Register for a Corresponding Lab Section,M,"Lu, Jennifer",12.0,5.0,19-JAN 07-MAY,2:30-3:20pm,4.0
12,,,,,EXAM,REMOTE ONLY,,,Nanodevice FabricationMust Also Register for a Corresponding Lab Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
13,,,,7.0,LAB,REMOTE ONLY,15432.0,MSE-126-02L,Nanodevice Fabrication,W,"Kuo, Han-Lin",12.0,5.0,19-JAN 07-MAY,10:00-2:20pm,0.0
0,,,,20.0,SEM,REMOTE ONLY,15803.0,NSED-023-02,"Intro Teach Sci ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",R,"Buttrey, Anna",24.0,4,19-JAN 07-MAY,5:30-7:20pm,1.0
1,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Sci ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
2,,,,23.0,SEM,REMOTE ONLY,16049.0,NSED-023-03,"Intro Teach Sci ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",M,"Buttrey, Anna",24.0,1,19-JAN 07-MAY,5:30-7:20pm,1.0
3,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Sci ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
4,,,,23.0,FLDW,REMOTE ONLY,15805.0,NSED-024-02,Fldwk: Intro Teach Sci EL,,"Buttrey, Anna",24.0,1,19-JAN 07-MAY,TBD-TBD,1.0
5,,,,20.0,FLDW,,16497.0,NSED-024-03,Fldwk: Intro Teach Sci EL,,"Buttrey, Anna",24.0,4,19-JAN 07-MAY,TBD-TBD,1.0
6,,,,20.0,SEM,REMOTE ONLY,15804.0,NSED-033-02,"Intro Teach Math ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",R,"Buttrey, Anna",24.0,4,19-JAN 07-MAY,5:30-7:20pm,1.0
7,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Math ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
8,,,,23.0,SEM,REMOTE ONLY,16048.0,NSED-033-03,"Intro Teach Math ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",M,"Buttrey, Anna",24.0,1,19-JAN 07-MAY,5:30-7:20pm,1.0
9,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Math ESIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
10,,,,23.0,FLDW,REMOTE ONLY,15806.0,NSED-034-02,Fldwk: Intro Teach Math EL,,"Buttrey, Anna",24.0,1,19-JAN 07-MAY,TBD-TBD,1.0
11,,,,20.0,FLDW,,16498.0,NSED-034-03,Fldwk: Intro Teach Math EL,,"Buttrey, Anna",24.0,4,19-JAN 07-MAY,TBD-TBD,1.0
12,,,,12.0,SEM,REMOTE ONLY,15444.0,NSED-043-01,"Intro Teach Sci Mid SchIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,"Nau, Adrienne",24.0,12,19-JAN 07-MAY,5:30-7:20pm,1.0
13,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Sci Mid SchIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",T,,,,11-MAY 11-MAY,6:30-9:30pm,
14,,,,12.0,FLDW,REMOTE ONLY,15441.0,NSED-044-01,Fldwk: Intro Teach Sci MS,,"Nau, Adrienne",24.0,12,19-JAN 07-MAY,TBD-TBD,1.0
15,,,,12.0,SEM,REMOTE ONLY,15445.0,NSED-053-01,"Intro Teach Math Mid SchIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,"Nau, Adrienne",24.0,12,19-JAN 07-MAY,5:30-7:20pm,1.0
16,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Math Mid SchIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",T,,,,11-MAY 11-MAY,6:30-9:30pm,
17,,,,12.0,FLDW,REMOTE ONLY,15442.0,NSED-054-01,Fldwk: Intro Teach Math MS,,"Nau, Adrienne",24.0,12,19-JAN 07-MAY,TBD-TBD,1.0
18,,,,17.0,SEM,REMOTE ONLY,15164.0,NSED-063-01,"Intro Teach Sci HSIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",T,"Campbell, Susan",24.0,7,19-JAN 07-MAY,5:30-7:20pm,1.0
19,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Sci HSIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,11:30-2:30pm,
20,,,,17.0,FLDW,REMOTE ONLY,15165.0,NSED-064-01,Fldwk: Intro Teach Sci HS,,"Campbell, Susan",24.0,7,19-JAN 07-MAY,TBD-TBD,1.0
21,,,,17.0,SEM,REMOTE ONLY,15166.0,NSED-073-01,"Intro Teach Math HSIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",T,"Campbell, Susan",24.0,7,19-JAN 07-MAY,5:30-7:20pm,1.0
22,,,,,EXAM,REMOTE ONLY,,,"Intro Teach Math HSIf Required, Also Register for a Corresponding Fieldwork*Seminar and Fieldwork Section Numbers Must Match*",W,,,,12-MAY 12-MAY,11:30-2:30pm,
23,,,,17.0,FLDW,REMOTE ONLY,15167.0,NSED-074-01,Fieldwork: Intro Teach Math HS,,"Campbell, Susan",24.0,7,19-JAN 07-MAY,TBD-TBD,1.0
24,,,,24.0,LECT,REMOTE ONLY,10180.0,NSED-100-01,Project Based Instruction,M,"Sinha, Somnath",24.0,Closed,19-JAN 07-MAY,9:30-12:20pm,4.0
25,,,,24.0,LECT,REMOTE ONLY,14614.0,NSED-100-02,Project Based Instruction,M,"Campbell, Susan",24.0,Closed,19-JAN 07-MAY,4:10-7:00pm,4.0
26,,,,4.0,LECT,REMOTE ONLY,16765.0,NSED-100-03,Project Based Instruction,R,"Campbell, Susan",24.0,20,19-JAN 07-MAY,4:10-7:00pm,4.0
